id,name,city,category,address,phone,rating,reviews,insurance,languages,url
barbara-orthodontic-and-dental-polyclinic-abu-dhabi,Barbara Orthodontic And Dental Polyclinic,Abu Dhabi,dental,"Office # 901, 9th Floor, Al Manara Pharmacy Building, Khalifa Bin Zayed Street (Khalifa Street), Al Markaziya Next to Al Noor Hospital - Al Danah - E6 - Abu Dhabi - United Arab Emirates",+97126269898,,,,,https://www.zavis.ai/directory/abu-dhabi/dental/barbara-orthodontic-and-dental-polyclinic-abu-dhabi
emerates-heart-center-inter-plastic-by-cosmetic-surgery-dermatology-laser-sole-p-abu-dhabi,Emerates Heart Center - Inter-Plastic BY Cosmetic Surgery -Dermatology & Laser - Sole Proprietors,Abu Dhabi,dermatology,F8F9+454 - Al Kasir - Kasser Al Amwaj - Abu Dhabi - United Arab Emirates,+971 2 666 0180,,,,,https://www.zavis.ai/directory/abu-dhabi/dermatology/emerates-heart-center-inter-plastic-by-cosmetic-surgery-dermatology-laser-sole-p-abu-dhabi
the-skin-lab-treatment-of-dermatolog-l-l-c-abu-dhabi,The Skin Lab Treatment OF Dermatolog,Abu Dhabi,dermatology,216 Zayed The First St - Al Bateen - W37 - Abu Dhabi - United Arab Emirates,+971 2 631 4432,,,,,https://www.zavis.ai/directory/abu-dhabi/dermatology/the-skin-lab-treatment-of-dermatolog-l-l-c-abu-dhabi
dermazone-laser-and-cosmetic-center-branch-abu-dhabi,Dermazone Laser And Cosmetic Center,Abu Dhabi,dermatology,31B Al Mireef St - Khalifa City - SW1 - Abu Dhabi - United Arab Emirates,+971 2 666 3660,,,,,https://www.zavis.ai/directory/abu-dhabi/dermatology/dermazone-laser-and-cosmetic-center-branch-abu-dhabi
skin-institute-dermatology-medical-centre-sole-proprietorship-l-l-c-abu-dhabi,Skin Institute Dermatology Medical Centre,Abu Dhabi,dermatology,C29 - Al Muntazah - E48 - Abu Dhabi - United Arab Emirates,+971 2 622 6002,,,,,https://www.zavis.ai/directory/abu-dhabi/dermatology/skin-institute-dermatology-medical-centre-sole-proprietorship-l-l-c-abu-dhabi
corpofino-dermatology-clinic-l-l-c-o-p-c-abu-dhabi,Corpofino Dermatology Clinic,Abu Dhabi,dermatology,Ahmed Bin Khalaf Al Qubaisi St - opposite Immigration 19 - Al Mushrif - W46 - Abu Dhabi - United Arab Emirates,+97126396991,,,,,https://www.zavis.ai/directory/abu-dhabi/dermatology/corpofino-dermatology-clinic-l-l-c-o-p-c-abu-dhabi
miracare-clinic-dermatology-l-l-c-o-p-c-abu-dhabi,Miracare Clinic Dermatology,Abu Dhabi,dermatology,19 Muroor Rd - Al Nahyan - E25 - Abu Dhabi - United Arab Emirates,+971 50 471 4200,,,,,https://www.zavis.ai/directory/abu-dhabi/dermatology/miracare-clinic-dermatology-l-l-c-o-p-c-abu-dhabi
derma-medical-center-sole-proprietorship-l-l-c-abu-dhabi,Derma Medical Center,Abu Dhabi,dermatology,شارع الأقْرِباء - Al Manhal - W15 01 - Abu Dhabi - United Arab Emirates,+97124445112,,,,,https://www.zavis.ai/directory/abu-dhabi/dermatology/derma-medical-center-sole-proprietorship-l-l-c-abu-dhabi
aura-aesthetics-dermatology-and-venerology-clinic-l-l-c-abu-dhabi,Aura Aesthetics Dermatology And Venerology Clinic,Abu Dhabi,dermatology,"Villa 68, Street 3, Khalifa City A Opposite Gate-23 - مدينة خليفة - جنوب غرب 1 - أبو ظبي - United Arab Emirates",+97124443901,,,,,https://www.zavis.ai/directory/abu-dhabi/dermatology/aura-aesthetics-dermatology-and-venerology-clinic-l-l-c-abu-dhabi
skin-code-dermatology-clinic-l-l-c-abu-dhabi,Skin Code Dermatology Clinic,Abu Dhabi,dermatology,443 Zayed The First St - Al Khalidiyah - W8 - Abu Dhabi - United Arab Emirates,+971 50 606 8068,,,,,https://www.zavis.ai/directory/abu-dhabi/dermatology/skin-code-dermatology-clinic-l-l-c-abu-dhabi
emirates-dermatology-cosmetology-center-sole-proprietorship-l-l-c-abu-dhabi,Emirates Dermatology & Cosmetology Center,Abu Dhabi,dermatology,"101/102, First Floor, Building - 3 شارع وادِي النِّيَبِيَّة - آل نهيان - شرق 25 - أبو ظبي - United Arab Emirates",+97125555255,,,,,https://www.zavis.ai/directory/abu-dhabi/dermatology/emirates-dermatology-cosmetology-center-sole-proprietorship-l-l-c-abu-dhabi
royal-first-dermatology-medical-center-l-l-c-s-p-c-abu-dhabi,Royal First Dermatology Medical Center,Abu Dhabi,dermatology,6 Al Qiyam St - Shakhbout City - MSH24 - Abu Dhabi - United Arab Emirates,+971 2 441 3136,,,,,https://www.zavis.ai/directory/abu-dhabi/dermatology/royal-first-dermatology-medical-center-l-l-c-s-p-c-abu-dhabi
crown-derma-clinic-l-l-c-abu-dhabi,Crown Derma Clinic,Abu Dhabi,dermatology,Al Sila' St - Al Sila' - Baya Al Sila - Abu Dhabi - United Arab Emirates,+97125845044,,,,,https://www.zavis.ai/directory/abu-dhabi/dermatology/crown-derma-clinic-l-l-c-abu-dhabi
derma-solutions-medical-center-abu-dhabi,Derma Solutions Medical Center,Abu Dhabi,dermatology,شارع الأقْرِباء - Al Manhal - W15 01 - Abu Dhabi - United Arab Emirates,+97124457100,,,,,https://www.zavis.ai/directory/abu-dhabi/dermatology/derma-solutions-medical-center-abu-dhabi
dermazone-laser-and-cosmetic-center-sole-proprietorship-l-l-c-branch-abu-dhabi,Dermazone Laser And Cosmetic Center,Abu Dhabi,dermatology,31B Al Mireef St - Khalifa City - SW1 - Abu Dhabi - United Arab Emirates,+971 2 666 3660,,,,,https://www.zavis.ai/directory/abu-dhabi/dermatology/dermazone-laser-and-cosmetic-center-sole-proprietorship-l-l-c-branch-abu-dhabi
first-ivf-fertility-centre-l-l-c-abu-dhabi,First IVF Fertility Centre,Abu Dhabi,fertility-ivf,Al Najdah St - Al Danah - Zone 1 - Abu Dhabi - United Arab Emirates,+971 800 2662,,,,,https://www.zavis.ai/directory/abu-dhabi/fertility-ivf/first-ivf-fertility-centre-l-l-c-abu-dhabi
fakih-ivf-fertility-center-ltd-abu-dhabi-abu-dhabi,Fakih IVF Fertility Center LTD - Abu Dhabi,Abu Dhabi,fertility-ivf,المتحدةححسيط - Hazza ' Bin Zayed The First St - Al Manhal - W14 02 - Abu Dhabi - United Arab Emirates,+97124444107,,,,,https://www.zavis.ai/directory/abu-dhabi/fertility-ivf/fakih-ivf-fertility-center-ltd-abu-dhabi-abu-dhabi
art-fertility-clinics-llc-abu-dhabi,Art Fertility Clinics,Abu Dhabi,fertility-ivf,Villa No. B22-25 - behind Marina Mall - الكاسر - Marina Village - أبو ظبي - United Arab Emirates,+971 800 337845489,,,,,https://www.zavis.ai/directory/abu-dhabi/fertility-ivf/art-fertility-clinics-llc-abu-dhabi
trust-fertility-clinic-l-l-c-abu-dhabi,Trust Fertility Clinic,Abu Dhabi,fertility-ivf,28th Street - Mohamed Bin Zayed City - Z9 - Abu Dhabi - United Arab Emirates,+971 800 23,,,,,https://www.zavis.ai/directory/abu-dhabi/fertility-ivf/trust-fertility-clinic-l-l-c-abu-dhabi
al-cornice-hospital-ivf-centre-abu-dhabi,AL Cornice Hospital IVF Centre,Abu Dhabi,fertility-ivf,Abu Dhabi - Al Zahiyah - E12 - Abu Dhabi - United Arab Emirates,+971 2 696 5056,,,,,https://www.zavis.ai/directory/abu-dhabi/fertility-ivf/al-cornice-hospital-ivf-centre-abu-dhabi
umniya-ivf-and-treatment-of-infertility-l-l-c-s-p-c-abu-dhabi,Umniya IVF And Treatment OF Infertility,Abu Dhabi,fertility-ivf,المتحدةححسيط - Hazza ' Bin Zayed The First St - Al Manhal - W14 02 - Abu Dhabi - United Arab Emirates,+971 800 866492,,,,,https://www.zavis.ai/directory/abu-dhabi/fertility-ivf/umniya-ivf-and-treatment-of-infertility-l-l-c-s-p-c-abu-dhabi
fakih-ivf-fertility-center-ltd-abu-dhabi,Fakih IVF Fertility Center,Abu Dhabi,fertility-ivf,المتحدةححسيط - Hazza ' Bin Zayed The First St - Al Manhal - W14 02 - Abu Dhabi - United Arab Emirates,+97124444107,,,,,https://www.zavis.ai/directory/abu-dhabi/fertility-ivf/fakih-ivf-fertility-center-ltd-abu-dhabi
fakih-ivf-fertility-center-ltd-branch-4-abu-dhabi,Fakih IVF Fertility Center,Abu Dhabi,fertility-ivf,Al Dhafra Region - Al Madina St - Madinat Za'id - MZW12 - Abu Dhabi - United Arab Emirates,+971 2 444 4107,,,,,https://www.zavis.ai/directory/abu-dhabi/fertility-ivf/fakih-ivf-fertility-center-ltd-branch-4-abu-dhabi
salma-rehabilitation-hospital-l-l-c-s-p-c-abu-dhabi,Salma Rehabilitation Hospital,Abu Dhabi,hospitals,Salama Bint Butti St - Hadbat Al Za`Faranah - Zone 1 - Abu Dhabi - United Arab Emirates,+97126662929,,,,,https://www.zavis.ai/directory/abu-dhabi/hospitals/salma-rehabilitation-hospital-l-l-c-s-p-c-abu-dhabi
national-hospital-proprietorship-l-l-c-abu-dhabi,National Hospital - Proprietorship,Abu Dhabi,hospitals,Building 16 Abdullah Bin Humaid Al Rumaithi St - Al Danah - E11 - Abu Dhabi - United Arab Emirates,+97126711000,,,,,https://www.zavis.ai/directory/abu-dhabi/hospitals/national-hospital-proprietorship-l-l-c-abu-dhabi
corniche-hospital-abu-dhabi,Corniche Hospital,Abu Dhabi,hospitals,"Abu Dhabi, Abu Dhabi",+971 800 50,,,,,https://www.zavis.ai/directory/abu-dhabi/hospitals/corniche-hospital-abu-dhabi
tarmeem-orthopedic-and-spine-specialty-hospital-llc-abu-dhabi,Tarmeem Orthopedic and Spine Specialty Hospital,Abu Dhabi,hospitals,Al Fursan St - Khalifa City - Sector 33 - Abu Dhabi - United Arab Emirates,+971 800 1599,,,,,https://www.zavis.ai/directory/abu-dhabi/hospitals/tarmeem-orthopedic-and-spine-specialty-hospital-llc-abu-dhabi
n-m-c-provita-international-medical-center-ltd-abu-dhabi-abu-dhabi,N M C Provita International Medical Center LTD- Abu Dhabi,Abu Dhabi,hospitals,Plot 61 35th St - Khalifa City - SE22 - Abu Dhabi - United Arab Emirates,+971 800 8020,,,,,https://www.zavis.ai/directory/abu-dhabi/hospitals/n-m-c-provita-international-medical-center-ltd-abu-dhabi-abu-dhabi
global-care-hospital-sole-proprietorship-llc-abu-dhabi,Global Care Hospital,Abu Dhabi,hospitals,Building 419 - West 14-1 - Al Manhal - W14 01 - Abu Dhabi - United Arab Emirates,+971 800 120,,,,,https://www.zavis.ai/directory/abu-dhabi/hospitals/global-care-hospital-sole-proprietorship-llc-abu-dhabi
seha-emirates-hospital-l-l-c-abu-dhabi,Seha Emirates Hospital,Abu Dhabi,hospitals,Block# 37 - اللّديم - Al Nahyan - E19 02 - Abu Dhabi - United Arab Emirates,+971 2 443 8999,,,,,https://www.zavis.ai/directory/abu-dhabi/hospitals/seha-emirates-hospital-l-l-c-abu-dhabi
ghiathy-hospital-abu-dhabi,Ghiathy Hospital,Abu Dhabi,hospitals,VRX2+JQQ - Ghiyathi Rd - Ghiyathi - Maraba' Ghayathi - Abu Dhabi - United Arab Emirates,+971 2 807 0000,,,,,https://www.zavis.ai/directory/abu-dhabi/hospitals/ghiathy-hospital-abu-dhabi
medeor-24x7-hospital-l-l-c-abu-dhabi,Medeor 24x7 Hospital,Abu Dhabi,hospitals,Al Falah St - Al Danah - E4 02 - Abu Dhabi - United Arab Emirates,+971 800 55,,,,,https://www.zavis.ai/directory/abu-dhabi/hospitals/medeor-24x7-hospital-l-l-c-abu-dhabi
reem-hospital-l-l-c-abu-dhabi,Reem Hospital,Abu Dhabi,hospitals,Opp. to Sorbonne University - 223 شارع علي خليفة المسماري - جزيرة الريم - طموح - أبو ظبي - United Arab Emirates,+971 800 7444,,,,,https://www.zavis.ai/directory/abu-dhabi/hospitals/reem-hospital-l-l-c-abu-dhabi
millennium-hospital-l-l-c-abu-dhabi,Millennium Hospital,Abu Dhabi,hospitals,MusaffahME-9 - مدينة محمد بن زايد - محمد بن زايد شرق 9 - أبو ظبي - United Arab Emirates,+971 2 611 3333,,,,,https://www.zavis.ai/directory/abu-dhabi/hospitals/millennium-hospital-l-l-c-abu-dhabi
elyzee-hospital-l-l-c-abu-dhabi,Elyzee Hospital,Abu Dhabi,hospitals,Al Khaleej Al Arabi St - Al Mushrif - W47 - Abu Dhabi - United Arab Emirates,+971 50 636 8027,,,,,https://www.zavis.ai/directory/abu-dhabi/hospitals/elyzee-hospital-l-l-c-abu-dhabi
al-rahba-hospital-abu-dhabi,AL Rahba Hospital,Abu Dhabi,hospitals,"Abu Dhabi, Abu Dhabi",+971 800 50,,,,,https://www.zavis.ai/directory/abu-dhabi/hospitals/al-rahba-hospital-abu-dhabi
behavioral-sciences-pavilion-abu-dhabi,Behavioral Sciences Pavilion,Abu Dhabi,hospitals,F9F8+6JH - Al Manhal - W13 01 - Abu Dhabi - United Arab Emirates,+97197128190000,,,,,https://www.zavis.ai/directory/abu-dhabi/hospitals/behavioral-sciences-pavilion-abu-dhabi
burjeel-darak-hospital-l-l-c-abu-dhabi,Burjeel Darak Hospital,Abu Dhabi,hospitals,28th Street - Mohamed Bin Zayed City - Z9 - Abu Dhabi - United Arab Emirates,+971 800 55,,,,,https://www.zavis.ai/directory/abu-dhabi/hospitals/burjeel-darak-hospital-l-l-c-abu-dhabi
phoenix-hospital-l-l-c-abu-dhabi,Phoenix Hospital,Abu Dhabi,hospitals,"Mohamed Bin Zayed City, Abu Dhabi",+97126151515,,,,,https://www.zavis.ai/directory/abu-dhabi/hospitals/phoenix-hospital-l-l-c-abu-dhabi
llh-hospital-l-l-c-abu-dhabi,Llh Hospital,Abu Dhabi,hospitals,Zone 1E3-02 - Muroor Road - Al Danah - E3-02 - Abu Dhabi - United Arab Emirates,+971 800 55,,,,,https://www.zavis.ai/directory/abu-dhabi/hospitals/llh-hospital-l-l-c-abu-dhabi
amana-village-healthcare-l-l-c-abu-dhabi,Amana Village Healthcare,Abu Dhabi,hospitals,7 Al Kawadir 2 St - Khalifa City - SE44 - Abu Dhabi - United Arab Emirates,+971 50 765 9203,,,,,https://www.zavis.ai/directory/abu-dhabi/hospitals/amana-village-healthcare-l-l-c-abu-dhabi
danat-al-emarat-hospital-for-women-children-l-l-c-abu-dhabi,Danat AL Emarat Hospital For Women & Children,Abu Dhabi,hospitals,"Rabdan, Abu Dhabi",+971 800 96626,,,,,https://www.zavis.ai/directory/abu-dhabi/hospitals/danat-al-emarat-hospital-for-women-children-l-l-c-abu-dhabi
yas-clinic-khalifa-city-sole-proprietorship-l-l-c-abu-dhabi,Yas Clinic Khalifa City,Abu Dhabi,hospitals,"Abu Dhabi, Abu Dhabi",+971 800 140,,,,,https://www.zavis.ai/directory/abu-dhabi/hospitals/yas-clinic-khalifa-city-sole-proprietorship-l-l-c-abu-dhabi
lab-experts-diagnostics-l-l-c-abu-dhabi,Lab Experts Diagnostics,Abu Dhabi,labs-diagnostics,"Khalid Bin Al Waleed Street - Zone , Nawat Building, 1st Floor - Office #102 شارع المَوَاسِم - الحصن - غرب 7 1 - أبو ظبي - United Arab Emirates",+971 50 869 2884,,,,,https://www.zavis.ai/directory/abu-dhabi/labs-diagnostics/lab-experts-diagnostics-l-l-c-abu-dhabi
g42-laboratory-l-l-c-branch-abu-dhabi,G42 Laboratory,Abu Dhabi,labs-diagnostics,"3rd Floor, 1B Building - Mohamed bin Zayed University of Artificial Intelligence - مدينة مصدر - جنوب شرق 45 05 - أبو ظبي - United Arab Emirates",+97122055999,,,,,https://www.zavis.ai/directory/abu-dhabi/labs-diagnostics/g42-laboratory-l-l-c-branch-abu-dhabi
unilabs-diagnostics-l-l-c-abu-dhabi,Unilabs Diagnostics,Abu Dhabi,labs-diagnostics,"Abu Dhabi, Abu Dhabi",+971 800 8645227,,,,,https://www.zavis.ai/directory/abu-dhabi/labs-diagnostics/unilabs-diagnostics-l-l-c-abu-dhabi
accuracy-plus-medical-laboratory-abu-dhabi,Accuracy Plus Medical Laboratory,Abu Dhabi,labs-diagnostics,M02 Hamdan Bin Mohammed St - opposite Home Centre - Al Danah - E6 - Abu Dhabi - United Arab Emirates,+97126333923,,,,,https://www.zavis.ai/directory/abu-dhabi/labs-diagnostics/accuracy-plus-medical-laboratory-abu-dhabi
national-reference-laboratory-sole-proprietorship-llc-abu-dhabi,National Reference Laboratory,Abu Dhabi,labs-diagnostics,Abu Dhabi - Abu Dhabi Industrial City - ICAD I - Abu Dhabi - United Arab Emirates,+971 800 675,,,,,https://www.zavis.ai/directory/abu-dhabi/labs-diagnostics/national-reference-laboratory-sole-proprietorship-llc-abu-dhabi
